iteration,total_ns,layout_ns,raster_ns,backend_ns,probe_ns,convert_ns,upload_ns,commit_ns,upload_bytes
858,6920202,119742,4432846,1872047,6949,1248861,294675,317905,38664
859,6870497,124833,4508433,1721524,7258,1170923,271974,267275,38664
860,6966019,132204,4322804,2012408,8178,1250008,333482,416364,38664
861,6970574,135085,4481756,1872484,6646,1212959,315299,333344,38664
862,7211526,138553,4239777,2372438,6884,1229080,782875,348901,38664
863,7183638,111304,4605440,1962957,17870,1271883,281205,387953,38664
864,6754389,115540,4492742,1683098,5666,902445,291046,478649,38664
865,5344615,96853,3605597,1239120,5188,696642,209411,325146,38664
866,5069081,66656,3193024,1469518,4784,783746,289915,387665,38664
867,5293554,85892,3276304,1581510,5379,813570,384415,374223,38664
868,6260869,104784,4080097,1635300,5718,1133224,243568,248820,38664
869,6212306,100958,4011279,1641727,6491,1084064,246654,299597,38664
870,6146247,96449,3847549,1793854,6797,1042154,348385,392297,38664
871,6251686,92950,4242575,1469671,5475,816383,337352,305982,38664
872,6629245,100879,4132599,1932123,6697,1266623,309522,344648,38664
873,6779670,110968,4604910,1596475,5394,994959,250094,340951,38664
874,6811306,111144,4276024,1934267,6916,1236496,352426,334484,38664
875,5636024,96191,3948822,1187588,5600,772643,184493,221775,38664
876,5030998,89954,3044803,1545446,5480,955791,238907,341624,38664
877,6071450,81731,4077982,1524764,6322,946174,291732,275822,38664
878,6042617,101457,3814914,1691422,7037,1101906,280922,297932,38664
879,5890145,101482,3673924,1632838,7105,1096809,238864,285724,38664
880,6087261,100650,3633732,1936485,6559,1163029,485570,277155,38664
881,6363833,110105,4028427,1760831,6337,1132682,284420,333722,38664
882,6532589,104457,3884552,2120941,6018,1052924,831130,226926,38664
883,7046268,96822,5140986,1405604,6168,903270,283914,208173,38664
884,6331714,92376,4518193,1343833,5446,889517,262266,182789,38664
885,6245941,81470,4331238,1494216,6002,808369,296168,379942,38664
886,4712767,71972,2992162,1328619,6308,713438,273392,332726,38664
887,5034553,89845,3113842,1470501,4717,803929,416524,242311,38664
888,5709486,66768,3503965,1804865,6368,1047048,329463,417566,38664
889,6334218,109177,4232895,1529298,5394,896817,278546,344023,38664
890,5132415,76523,3318975,1415930,5478,763140,264443,378535,38664
891,6767709,105516,4153549,2041996,7046,1291028,474121,264407,38664
892,6831188,135650,4415899,1794732,27295,1251459,253564,259059,38664
893,6791476,111179,4381446,1843042,9241,899933,477142,453141,38664
894,6123662,82934,4163752,1529085,4785,898680,296918,324662,38664
895,6817133,112892,4299300,1945140,6727,1280057,281818,372059,38664
896,6543471,105590,4579647,1412006,5566,883862,249233,269130,38664
897,6632826,95355,4287898,1842537,5709,912226,326312,593860,38664
898,6057103,146854,3909269,1517411,6558,927587,268110,311845,38664
899,6862361,117551,4410481,1917492,5938,1233678,293538,380561,38664
900,5660563,79645,3718583,1517307,5300,1032826,234936,241291,38664
901,6488232,70406,4116395,1975526,6616,1240589,431237,293199,38664
902,7335453,111559,5061636,1698660,7253,962675,268714,455798,38664
903,5126310,70169,3258428,1491445,4675,962937,251029,269889,38664
904,6660497,103615,4229694,1881884,17154,1276677,268107,315698,38664
905,6039301,93561,4175418,1362216,5679,885052,220669,247090,38664
906,5805079,91163,3761536,1585353,6124,875704,363478,336302,38664
907,7393414,103902,5251052,1599850,5623,849829,254985,485562,38664
908,5880524,109954,3723594,1584906,6774,1108933,277122,187266,38664
909,6641893,98639,4603872,1524662,5385,757407,357103,400459,38664
910,5710954,114377,3633832,1455842,6383,847262,264403,333462,38664
911,6287155,110348,4264502,1536423,5765,904246,289711,332276,38664
912,7033435,120155,4431061,1971144,6880,1255518,331522,373082,38664
913,6625789,128496,4399160,1579478,5460,883727,389940,295576,38664
914,6544060,110904,4210251,1864350,5803,1059974,341647,451943,38664
915,6508209,117965,4466704,1429342,6544,814251,319309,284142,38664
916,7444149,74206,3667081,3236880,6638,891009,298008,2036004,38664
917,6105727,85287,4071975,1594838,6602,912622,284881,386365,38664
918,6216383,84842,3769553,2007024,6568,1241535,389684,364403,38664
919,6180563,124546,4045050,1642162,7568,1010101,380604,239097,38664
920,5005012,67657,3118091,1439572,6335,865297,241519,322624,38664
921,4695411,65501,3006823,1318082,4715,642990,281892,384961,38664
922,4847240,67021,3039894,1416061,5966,755094,266420,378469,38664
923,6304549,137452,4340612,1377579,5578,882469,220029,265199,38664
924,5123463,76553,3362038,1303835,4839,799229,232127,264754,38664
925,6140723,80528,3717923,1977604,6523,1271065,287322,408114,38664
926,7096928,112950,4537417,1972322,13183,1187714,454238,312211,38664
927,6524569,114575,4266126,1657883,6917,1040310,255045,350835,38664
928,5892935,97970,3886048,1484267,5896,1022606,211287,240754,38664
929,6533762,107260,4121184,1843483,7126,1231464,310424,289590,38664
930,6946850,111592,4378700,1986980,6755,1221616,297873,457001,38664
931,6853083,127688,4368799,1831936,9040,1129143,336775,352170,38664
932,6111608,106912,3719774,1864440,32826,1049367,305080,472889,38664
933,5293347,89493,3328591,1519998,9082,941843,284662,280794,38664
934,5279694,89997,3340413,1465437,6027,691702,284843,478308,38664
935,6359787,82218,4198512,1742367,4922,897147,347724,488442,38664
936,6060025,121442,4164867,1328667,5768,850788,224695,243857,38664
937,5072879,73726,3279074,1393878,4936,765389,250088,369764,38664
938,5373880,110202,3607378,1324972,5762,763222,228573,323271,38664
939,6077405,82624,4192354,1494701,5396,887980,231660,365297,38664
940,5207767,101584,3293981,1469185,4806,847260,373683,240402,38664
941,5258895,74879,3264384,1595937,5044,814745,362474,411007,38664
942,6289023,91746,4220407,1635959,6754,1001542,262139,361389,38664
943,5087723,75793,3405469,1277503,4686,764949,230466,274353,38664
944,5555132,70492,3652846,1520357,5194,902032,252229,357613,38664
945,7228705,99006,4786062,1909571,6778,1312348,266462,319302,38664
946,5047324,77882,3295912,1304912,4713,809394,217932,269811,38664
947,5194710,75733,3303260,1466157,4775,843099,255007,360083,38664
948,5491571,102510,3687429,1296938,5890,769538,227495,290577,38664
949,5236983,77699,3346424,1469378,5417,806799,298975,355225,38664
950,5479436,97432,3464227,1542065,5499,897769,272802,362279,38664
951,6326276,92163,4022368,1869442,7170,1242589,301508,312832,38664
952,6851734,109669,4378209,1868072,7160,1234260,296212,326222,38664
953,6633297,114132,4409052,1627971,5856,922963,337864,356720,38664
954,6232473,122207,4197576,1551415,5693,842341,281407,418582,38664
955,6844357,84175,4282448,2105057,6307,910334,367174,815947,38664
956,7084865,93052,5012670,1584735,5991,984810,247962,340940,38664
957,5596345,84755,3768387,1368782,5533,764030,261731,333902,38664
958,5446191,73248,3379439,1673668,5019,775621,306427,583298,38664
959,5552564,80320,3769705,1303092,5899,760060,258808,274557,38664
960,5393622,66549,3373518,1654105,5449,926655,357890,360888,38664
961,7060079,129534,4593749,1848523,6354,1179848,281458,377539,38664
962,6834921,97443,4506300,1796147,5212,896925,318679,570637,38664
963,6488676,109912,4339941,1566874,5160,896825,297334,363291,38664
964,6311124,90302,4268589,1591922,6336,899417,347027,334702,38664
965,6862361,121535,4426141,1811020,6224,1172103,307716,321697,38664
966,6921168,110581,4279500,2039289,6187,1261872,293591,473442,38664
967,6917916,112109,4390098,1946808,6302,1241759,371715,323431,38664
968,6421977,113072,4373660,1461597,5427,895572,253108,303261,38664
969,5493395,73007,3516051,1584079,6816,937806,322305,313586,38664
970,5176757,89876,3300844,1434810,4715,801665,297322,327820,38664
971,5436523,67750,3372127,1659194,6685,892624,271809,483418,38664
972,5950638,98074,4085957,1435872,5774,773974,405414,246996,38664
973,5340984,79575,3538500,1381511,6810,756978,282065,331484,38664
974,6281287,113376,4015453,1673328,30114,868169,405457,364553,38664
975,7044944,122292,4492356,1871863,14174,1233954,266100,352725,38664
976,7077523,106842,4673489,1812664,5718,800470,240298,761927,38664
977,6531597,92246,4402457,1659554,5378,890902,354190,404474,38664
978,6884030,106617,4463229,1814314,5641,920786,428615,454899,38664
979,6892743,113049,4517977,1797331,6114,928812,347574,509668,38664
980,7133182,122310,4502372,2018885,7078,1223882,285183,497938,38664
981,6782736,119499,4482755,1704642,5903,930079,347105,416798,38664
982,6753067,104662,4456895,1747196,5771,827522,608329,301223,38664
983,6481751,132435,3770772,2102246,5578,782111,315878,994671,38664
984,6400509,84386,3899765,2029993,6065,1331780,275223,412704,38664
985,7038137,122234,4448471,2006381,7228,1279042,328062,387390,38664
986,5780696,116888,3770089,1433721,5953,876309,247837,299604,38664
987,6258721,103744,3863137,1942944,6550,1208349,297982,425804,38664
988,6003622,109087,3864678,1499914,7659,955030,281842,250846,38664
989,4744869,70629,3261861,1115049,5210,625966,258410,222165,38664
990,5799667,80995,3296713,2113508,6623,1481164,323322,298286,38664
991,5337797,65794,3326828,1651276,5990,783011,416519,441510,38664
992,6976200,110755,4322594,2060100,5359,908538,761647,379302,38664
993,6626831,93966,4399593,1598004,6065,816303,284043,487856,38664
994,6226922,111910,4130852,1513493,16127,736654,318423,438249,38664
995,5968702,87462,3957470,1582799,6370,895559,412550,261721,38664
996,5202493,69362,3316478,1428690,6887,907146,225559,284553,38664
997,5662228,103725,3742054,1462328,18529,791587,247363,400617,38664
998,6897089,119660,4486254,1844886,5109,927702,429291,478261,38664
999,6477856,94191,4239375,1774611,5403,920157,342192,502948,38664
1000,6632563,89776,4523808,1633784,7392,915949,346693,358597,38664
